dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;xD;yD;zD;prF;depPrF;concessionPrF;absF;cumulF;xF;yF;zF;cote;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL
01/01/2024;A0007;5042;167;84;C;398;175540;843244,29;6338427,63;0;172;84;C;440;180582;847534,98;6336266,5;0;I;2024;1;Permanent horaire;58462;13,804
01/01/2024;A0007;16040;172;84;C;440;180582;847534,98;6336266,5;0;188;84;C;480;196622;851839,61;6322006,46;0;I;2024;1;Permanent horaire;57114;12,901
01/01/2024;A0007;9640;188;84;C;480;196622;851839,61;6322006,46;0;198;84;C;120;206262;853876,71;6312787,82;0;I;2024;1;Permanent horaire;66381;12,231
01/01/2024;A0007;1355;198;84;C;120;206262;853876,71;6312787,82;0;199;84;C;475;207617;854505,45;6311612,22;0;I;2024;1;Permanent horaire;62268;12,316
01/01/2024;A0007;12385;199;84;C;475;207617;854505,45;6311612,22;0;211;13;C;860;220002;863591,93;6303960,08;0;I;2024;1;Permanent horaire;62268;12,316
01/01/2024;A0007;9330;211;13;C;860;220002;863591,93;6303960,08;0;221;13;C;190;229332;868098,77;6296058,46;0;I;2024;1;Permanent horaire;70981;12,819
01/01/2024;A0007;9790;221;13;C;190;229332;868098,77;6296058,46;0;230;13;C;980;239122;869670,41;6286587,2;0;I;2024;1;Permanent horaire;69295;12,9
01/01/2024;A0007;4006;230;13;C;980;239122;869670,41;6286587,2;0;234;13;C;986;243128;871796,32;6283213,08;0;I;2024;1;Permanent horaire;67281;13,145
01/01/2024;A0007;11044;234;13;C;986;243128;871796,32;6283213,08;0;246;13;C;30;254172;879935,94;6276401,32;0;I;2024;1;Permanent horaire;96975;12,756
01/01/2024;A0007;7842;246;13;C;30;254172;879935,94;6276401,32;0;0;13;N;0;262014;881107,2;6269235,08;0;I;2024;1;Permanent horaire;45244;12,51
01/01/2024;A0007N;4636;21;38;C;906;1646;841057,49;6498733,94;0;26;38;C;542;6282;844052,56;6495431,43;0;I;2024;1;Permanent horaire;107514;14,826
01/01/2024;A0007N;918;26;38;C;542;6282;844052,56;6495431,43;0;27;38;C;460;7200;844791,6;6495073,84;0;I;2024;1;Permanent horaire;81272;17,506
01/01/2024;A0007N;4704;27;38;C;460;7200;844791,6;6495073,84;0;32;69;C;164;11904;843668,61;6491197,56;0;I;2024;1;Permanent horaire;81272;17,506
01/01/2024;A0007N;706;32;69;C;164;11904;843668,61;6491197,56;0;32;69;C;870;12610;843618,05;6490536,82;0;I;2024;1;Permanent horaire;73437;18,863
01/01/2024;A0007N;2810;32;69;C;870;12610;843618,05;6490536,82;0;35;38;C;680;15420;843164,61;6487932,31;0;I;2024;1;Permanent horaire;73437;18,863
01/01/2024;A0008;1210;0;13;C;0;0;879951,29;6276364,29;0;1;13;C;210;1210;880476,7;6275260,17;0;I;2024;1;Permanent horaire;66418;12,417
01/01/2024;A0008;14480;1;13;C;210;1210;880476,7;6275260,17;0;15;13;C;690;15690;894238,52;6272700,67;0;I;2024;1;Permanent horaire;64234;12,407
01/01/2024;A0008;2378;15;13;C;690;15690;894238,52;6272700,67;0;18;13;C;68;18068;896393,69;6271859,37;0;I;2024;1;Permanent horaire;47389;16,11
01/01/2024;A0008;427;19;13;C;0;19000;897129,6;6271275,21;0;19;13;C;427;19427;897532,79;6271139,5;0;I;2024;1;Permanent horaire;97670;15,17
01/01/2024;A0008;2078;19;13;C;427;19427;897532,79;6271139,5;0;21;13;C;505;21505;899607,45;6271319,62;0;I;2024;1;Permanent horaire;90629;3,674
01/01/2024;A0008;6908;21;13;C;505;21505;899607,45;6271319,62;0;28;13;C;413;28413;905175,91;6268349,62;0;I;2024;1;Permanent horaire;81827;13,489
01/01/2024;A0008;2268;28;13;C;413;28413;905175,91;6268349,62;0;30;13;C;681;30681;907392,43;6268065,01;0;I;2024;1;Permanent horaire;80746;11,633
01/01/2024;A0008;12545;30;13;C;681;30681;907392,43;6268065,01;0;43;13;C;226;43226;919668,19;6268020,31;0;I;2024;1;Permanent horaire;51646;15,167
01/01/2024;A0008;3524;43;13;C;226;43226;919668,19;6268020,31;0;46;83;C;750;46750;923042,22;6268310,43;0;I;2024;1;Permanent horaire;51646;15,167
01/01/2024;A0008;10930;46;83;C;750;46750;923042,22;6268310,43;0;57;83;C;680;57680;933331,37;6265694,36;0;I;2024;1;Permanent horaire;53350;15,293
01/01/2024;A0008;16083;57;83;C;680;57680;933331,37;6265694,36;0;73;83;C;763;73763;948406,97;6262890,11;0;I;2024;1;Permanent horaire;50221;15,86
01/01/2024;A0008;24937;73;83;C;763;73763;948406,97;6262890,11;0;98;83;C;700;98700;972110,8;6261314,95;0;I;2024;1;Permanent horaire;44736;15,958
01/01/2024;A0008;18908;98;83;C;700;98700;972110,8;6261314,95;0;117;83;C;608;117608;987612,4;6268663,52;0;I;2024;1;Permanent horaire;54928;14,758
01/01/2024;A0008;11626;117;83;C;608;117608;987612,4;6268663,52;0;129;83;C;234;129234;998595,48;6269164,67;0;I;2024;1;Permanent horaire;67174;12,783
01/01/2024;A0008;3926;129;83;C;234;129234;998595,48;6269164,67;0;133;83;C;160;133160;1002039,5;6270540,15;0;I;2024;1;Permanent horaire;59419;13,927
01/01/2024;A0008;11579;133;83;C;960;133960;1002689,16;6271014,51;0;145;83;C;539;145539;1007934,21;6279183,24;0;I;2024;1;Permanent horaire;69749;12,02
01/01/2024;A0008;5479;159;6;C;421;159421;1019528,96;6281175,77;0;164;6;C;900;164900;1023261,01;6284518,94;0;I;2024;1;Permanent horaire;96746;14,479
01/01/2024;A0008;7544;164;6;C;900;164900;1023261,01;6284518,94;0;172;6;C;444;172444;1029640,13;6286771,4;0;I;2024;1;Permanent horaire;102986;8,86
01/01/2024;A0008;5357;172;6;C;444;172444;1029640,13;6286771,4;0;177;6;C;801;177801;1032863,09;6290330,08;0;I;2024;1;Permanent horaire;125013;7,47
01/01/2024;A0008;1899;177;6;C;801;177801;1032863,09;6290330,08;0;179;6;C;700;179700;1033853,24;6291908,43;0;I;2024;1;Permanent horaire;110806;6,286
01/01/2024;A0008;3635;186;6;C;549;186549;1038400,46;6295219,67;0;190;6;C;184;190184;1037612,54;6298655,05;0;I;2024;1;Permanent horaire;74952;9,709
01/01/2024;A0008;7346;190;6;C;184;190184;1037612,54;6298655,05;0;197;6;C;530;197530;1042836,53;6301598,48;0;I;2024;1;Permanent horaire;83427;9,143
01/01/2024;A0008;2599;197;6;C;530;197530;1042836,53;6301598,48;0;200;6;C;129;200129;1045238,44;6302109,43;0;I;2024;1;Permanent horaire;77597;8,075
01/01/2024;A0008;6368;200;6;C;639;200639;1045746,91;6302020,35;0;207;6;C;7;207007;1051581,34;6303756,72;0;I;2024;1;Permanent horaire;58742;10,97
01/01/2024;A0008;1303;207;6;C;7;207007;1051581,34;6303756,72;0;208;6;C;310;208310;1052803,87;6303818,44;0;I;2024;1;Permanent horaire;36862;15,23
01/01/2024;A0008;5864;208;6;C;310;208310;1052803,87;6303818,44;0;214;6;C;174;214174;1057869,82;6305779,29;0;I;2024;1;Permanent horaire;30115;17,699
01/01/2024;A0008;5914;214;6;C;174;214174;1057869,82;6305779,29;0;220;6;C;88;220088;1060676,83;6310034,21;0;I;2024;1;Permanent horaire;39588;16,881
01/01/2024;A0008;3904;220;6;C;88;220088;1060676,83;6310034,21;0;223;6;C;992;223992;1064459,62;6309307,73;0;I;2024;1;Permanent horaire;24872;25,338
01/01/2024;A0009;7920;0;84;C;0;0;842693,84;6339023,7;0;7;84;C;920;7920;841594,79;6331926,41;0;I;2024;1;Permanent horaire;41651;20
01/01/2024;A0009;6790;7;84;C;920;7920;841594,79;6331926,41;0;14;30;C;710;14710;839233,91;6326344,51;0;I;2024;1;Permanent horaire;41651;20
01/01/2024;A0009;14830;14;30;C;710;14710;839233,91;6326344,51;0;29;30;C;540;29540;828487,05;6316380,02;0;I;2024;1;Permanent horaire;40585;19,125
01/01/2024;A0009;17315;29;30;C;540;29540;828487,05;6316380,02;0;46;30;C;855;46855;814526,95;6307216,13;0;I;2024;1;Permanent horaire;52805;16,69
01/01/2024;A0009;8163;46;30;C;855;46855;814526,95;6307216,13;0;55;30;C;18;55018;808408,99;6302215,84;0;I;2024;1;Permanent horaire;59066;15,137
01/01/2024;A0009;17838;55;30;C;18;55018;808408,99;6302215,84;0;72;30;C;856;72856;795028,65;6292617,58;0;I;2024;1;Permanent horaire;70971;13,962
01/01/2024;A0009;1954;72;30;C;856;72856;795028,65;6292617,58;0;74;30;C;810;74810;793112,44;6292359,77;0;I;2024;1;Permanent horaire;92795;16,722
01/01/2024;A0009;3610;74;30;C;810;74810;793112,44;6292359,77;0;78;34;C;420;78420;790247,13;6290215,29;0;I;2024;1;Permanent horaire;92795;16,722
01/01/2024;A0009;8641;78;34;C;420;78420;790247,13;6290215,29;0;87;34;C;40;87061;782511,41;6286752,97;0;I;2024;1;Permanent horaire;100108;15,897
01/01/2024;A0009;21609;87;34;C;40;87061;782511,41;6286752,97;0;108;34;C;385;108670;766587,59;6273400,9;0;I;2024;1;Permanent horaire;50346;24,455
01/01/2024;A0009;14490;108;34;C;385;108670;766587,59;6273400,9;0;122;34;C;899;123160;755316,95;6264921,56;0;I;2024;1;Permanent horaire;83208;17,205
01/01/2024;A0009;25531;122;34;C;899;123160;755316,95;6264921,56;0;148;34;C;430;148691;733720,8;6253169,83;0;I;2024;1;Permanent horaire;71607;19,97
01/01/2024;A0009;10970;148;34;C;430;148691;733720,8;6253169,83;0;159;34;C;400;159661;723957,61;6248915,24;0;I;2024;1;Permanent horaire;66178;21,25
01/01/2024;A0009;7225;159;34;C;400;159661;723957,61;6248915,24;0;166;34;C;625;166886;718099,4;6244969,88;0;I;2024;1;Permanent horaire;72513;20,5
01/01/2024;A0009;8989;166;34;C;625;166886;718099,4;6244969,88;0;175;34;C;614;175875;712287,94;6238516,49;0;I;2024;1;Permanent horaire;72058;20,274
01/01/2024;A0009;12807;175;34;C;614;175875;712287,94;6238516,49;0;188;11;C;421;188682;702805,57;6230818,05;0;I;2024;1;Permanent horaire;72058;20,274
01/01/2024;A0009;3603;188;11;C;421;188682;702805,57;6230818,05;0;192;11;C;24;192285;699499,18;6229311,03;0;I;2024;1;Permanent horaire;76613;19,193
01/01/2024;A0009;1620;192;11;C;24;192285;699499,18;6229311,03;0;193;11;C;644;193905;698655,44;6227948,72;0;I;2024;1;Permanent horaire;75364;18,802
01/01/2024;A0009;14511;193;11;C;644;193905;698655,44;6227948,72;0;208;11;C;155;208416;696139,74;6214869,25;0;I;2024;1;Permanent horaire;58399;20,634
01/01/2024;A0009;11075;208;11;C;155;208416;696139,74;6214869,25;0;219;11;C;230;219491;697537,36;6204422,31;0;I;2024;1;Permanent horaire;54941;21,159
01/01/2024;A0009;8770;219;11;C;230;219491;697537,36;6204422,31;0;227;11;C;1000;228261;698583,84;6196494,53;0;I;2024;1;Permanent horaire;50393;22,932
01/01/2024;A0009;13395;228;66;C;0;228261;698583,84;6196494,53;0;241;66;C;395;241656;691399,56;6187026,2;0;I;2024;1;Permanent horaire;50393;22,932
01/01/2024;A0009;13718;241;66;C;395;241656;691399,56;6187026,2;0;255;66;C;113;255374;688620,23;6173845,76;0;I;2024;1;Permanent horaire;40058;26,397
01/01/2024;A0009;16780;255;66;C;113;255374;688620,23;6173845,76;0;271;66;C;893;272154;685177,73;6158394,84;0;I;2024;1;Permanent horaire;43456;26,5
01/01/2024;A0009;8582;271;66;C;893;272154;685177,73;6158394,84;0;280;66;C;475;280736;688911,76;6151643,75;0;I;2024;1;Permanent horaire;43051;27,76
01/01/2024;A0010;1817;0;91;C;110;14127;640670,64;6841418,49;0;1;91;C;930;15944;639645,79;6839918,02;0;I;2024;1;Permanent horaire;109018;12,501
01/01/2024;A0010;13339;1;91;C;930;15944;639645,79;6839918,02;0;15;91;C;279;29283;628916,57;6832623,53;0;I;2024;1;Permanent horaire;81298;13,56
01/01/2024;A0010;4280;15;91;C;279;29283;628916,57;6832623,53;0;19;78;C;573;33563;625295,26;6830304,76;0;I;2024;1;Permanent horaire;81298;13,56
01/01/2024;A0010;3015;19;78;C;573;33563;625295,26;6830304,76;0;22;78;C;594;36578;622448,93;6829428,76;0;I;2024;1;Permanent horaire;76120;13,31
01/01/2024;A0010;1002;22;78;C;594;36578;622448,93;6829428,76;0;23;91;C;599;37580;621526,5;6828972,58;0;I;2024;1;Permanent horaire;76120;13,31
01/01/2024;A0010;2493;23;91;C;599;37580;621526,5;6828972,58;0;26;78;C;100;40073;619433,56;6827711,81;0;I;2024;1;Permanent horaire;76120;13,31
01/01/2024;A0010;10005;26;78;C;100;40073;619433,56;6827711,81;0;36;78;C;69;50078;619546,52;6817851,55;0;I;2024;1;Permanent horaire;41042;13,93
01/01/2024;A0010;1168;36;78;C;69;50078;619546,52;6817851,55;0;37;78;C;240;51246;619344,1;6816675,8;0;I;2024;1;Permanent horaire;47200;13,501
01/01/2024;A0010;27419;37;78;C;240;51246;619344,1;6816675,8;0;64;28;C;670;78665;614514,15;6789913,4;0;I;2024;1;Permanent horaire;47200;13,501
01/01/2024;A0010;13341;64;28;C;670;78665;614514,15;6789913,4;0;78;28;C;37;92006;614491,93;6776635,86;0;I;2024;1;Permanent horaire;51809;13,726
01/01/2024;A0010;13;78;28;C;37;92006;614491,93;6776635,86;0;78;28;C;50;92019;614490,62;6776622,8;0;I;2024;1;Permanent horaire;51809;13,726
01/01/2024;A0010;4935;78;28;C;50;92019;614490,62;6776622,8;0;82;45;C;988;96954;613572,62;6771787,92;0;I;2024;1;Permanent horaire;58580;18,709
01/01/2024;A0010;8204;82;45;C;988;96954;613572,62;6771787,92;0;91;45;C;200;105158;614731,54;6763764,11;0;I;2024;1;Permanent horaire;65583;18,013
01/01/2024;A0010;2140;91;45;C;200;105158;614731,54;6763764,11;0;93;45;C;362;107298;614082,99;6761726,54;0;I;2024;1;Permanent horaire;65288;17,412
01/01/2024;A0010;5313;93;45;C;362;107298;614082,99;6761726,54;0;98;45;C;662;112611;613840,13;6756482,77;0;I;2024;1;Permanent horaire;70243;17,37
01/01/2024;A0010;16384;98;45;C;662;112611;613840,13;6756482,77;0;115;45;C;74;128995;600101,71;6748921,24;0;I;2024;1;Permanent horaire;42565;17,377
01/01/2024;A0010;11172;115;45;C;74;128995;600101,71;6748921,24;0;126;45;C;254;140167;592095,09;6741259,77;0;I;2024;1;Permanent horaire;39219;17,307
01/01/2024;A0010;5390;126;45;C;254;140167;592095,09;6741259,77;0;131;41;C;645;145557;588022,62;6737761,35;0;I;2024;1;Permanent horaire;39219;17,307
01/01/2024;A0010;17149;131;41;C;645;145557;588022,62;6737761,35;0;148;41;C;797;162706;575765,02;6726189,09;0;I;2024;1;Permanent horaire;38929;17,072
01/01/2024;A0010;22969;148;41;C;797;162706;575765,02;6726189,09;0;171;41;C;803;185675;554162,45;6721379,98;0;I;2024;1;Permanent horaire;36694;17,102
01/01/2024;A0010;6650;171;41;C;803;185675;554162,45;6721379,98;0;178;37;C;462;192325;548452,57;6718093,4;0;I;2024;1;Permanent horaire;36694;17,102
01/01/2024;A0010;19031;178;37;C;462;192325;548452,57;6718093,4;0;197;37;C;550;211356;531571,78;6709619,62;0;I;2024;1;Permanent horaire;37727;19,181
01/01/2024;A0010;5244;199;37;C;776;213585;530124,11;6707960,39;0;204;37;C;950;218829;528157,75;6703326,68;0;I;2024;1;Permanent horaire;50037;17,602
01/01/2024;A0010;1775;204;37;C;950;218829;528157,75;6703326,68;0;206;37;C;726;220604;527063,38;6702010;0;I;2024;1;Permanent horaire;71451;15,068
01/01/2024;A0010;3540;206;37;C;726;220604;527063,38;6702010;0;210;37;C;269;224144;527483,09;6698626,33;0;I;2024;1;Permanent horaire;73395;15,633
01/01/2024;A0010;2611;210;37;C;269;224144;527483,09;6698626,33;0;212;37;C;876;226755;526365,25;6696245,06;0;I;2024;1;Permanent horaire;51561;16,871
01/01/2024;A0010;10461;212;37;C;876;226755;526365,25;6696245,06;0;223;37;C;360;237216;523454,18;6686461,21;0;I;2024;1;Permanent horaire;47199;18,829
01/01/2024;A0010;17925;223;37;C;360;237216;523454,18;6686461,21;0;241;37;C;300;255141;517250,2;6669946,34;0;I;2024;1;Permanent horaire;31952;20,664
01/01/2024;A0010;16856;241;37;C;300;255141;517250,2;6669946,34;0;258;37;C;145;271997;513644,75;6653945,18;0;I;2024;1;Permanent horaire;31952;20,664
01/01/2024;A0010;14120;258;37;C;145;271997;513644,75;6653945,18;0;272;86;C;255;286117;511373,52;6640454,44;0;I;2024;1;Permanent horaire;31952;20,664
01/01/2024;A0010;6689;272;86;C;255;286117;511373,52;6640454,44;0;278;86;C;933;292806;509272,29;6634193,56;0;I;2024;1;Permanent horaire;33686;20,278
01/01/2024;A0010;16950;278;86;C;933;292806;509272,29;6634193,56;0;295;86;C;899;309756;498058,41;6622521,9;0;I;2024;1;Permanent horaire;35264;19,267
01/01/2024;A0010;5544;295;86;C;899;309756;498058,41;6622521,9;0;301;86;C;442;315300;497121,12;6617093,97;0;I;2024;1;Permanent horaire;35293;19,211
01/01/2024;A0010;9602;301;86;C;442;315300;497121,12;6617093,97;0;311;86;C;58;324902;491784,85;6609515,54;0;I;2024;1;Permanent horaire;33953;20,836
01/01/2024;A0010;27005;311;86;C;58;324902;491784,85;6609515,54;0;338;86;C;63;351907;468584,17;6599176,21;0;I;2024;1;Permanent horaire;25402;9,456
01/01/2024;A0010;5745;338;86;C;63;351907;468584,17;6599176,21;0;343;79;C;808;357652;463405,83;6596764,36;0;I;2024;1;Permanent horaire;25402;9,456
01/01/2024;A0010;19845;343;79;C;808;357652;463405,83;6596764,36;0;363;79;C;653;377497;446277,97;6588129,73;0;I;2024;1;Permanent horaire;26503;9,659
01/01/2024;A0010;6404;363;79;C;653;377497;446277,97;6588129,73;0;370;79;C;57;383901;441578,13;6583918,98;0;I;2024;1;Permanent horaire;35317;12,391
01/01/2024;A0010;9749;370;79;C;57;383901;441578,13;6583918,98;0;379;79;C;806;393650;435311,61;6576705,85;0;I;2024;1;Permanent horaire;33414;11,295
01/01/2024;A0010;13605;379;79;C;806;393650;435311,61;6576705,85;0;393;79;C;411;407255;427650,95;6565622,19;0;I;2024;1;Permanent horaire;29248;10,999
01/01/2024;A0010;19069;393;79;C;411;407255;427650,95;6565622,19;0;412;17;C;480;426324;425174,54;6546942,94;0;I;2024;1;Permanent horaire;29248;10,999
01/01/2024;A0010;22520;412;17;C;480;426324;425174,54;6546942,94;0;435;17;C;0;448844;415286,08;6527798,76;0;I;2024;1;Permanent horaire;28189;11,004
01/01/2024;A0010;4090;435;17;C;0;448844;415286,08;6527798,76;0;439;17;C;90;452934;414634,97;6523835,93;0;I;2024;1;Permanent horaire;38504;10,713
01/01/2024;A0010;21360;439;17;C;90;452934;414634,97;6523835,93;0;460;17;C;450;474294;419343,9;6503817,43;0;I;2024;1;Permanent horaire;32435;10,889
01/01/2024;A0010;23359;460;17;C;450;474294;419343,9;6503817,43;0;483;17;C;809;497653;418820,23;6481071,09;0;I;2024;1;Permanent horaire;32438;10,734
01/01/2024;A0010;8932;483;17;C;809;497653;418820,23;6481071,09;0;492;17;C;741;506585;421462,64;6472636,99;0;I;2024;1;Permanent horaire;34965;11,271
01/01/2024;A0010;4748;492;17;C;741;506585;421462,64;6472636,99;0;497;33;C;489;511333;422190,59;6467993,49;0;I;2024;1;Permanent horaire;34965;11,271
01/01/2024;A0010;29161;497;33;C;489;511333;422190,59;6467993,49;0;526;33;C;650;540494;429872,95;6440707,35;0;I;2024;1;Permanent horaire;35605;11,192
01/01/2024;A0010;5238;529;33;C;112;542956;429979,78;6438267,27;0;534;33;C;350;548194;427199,45;6434090,12;0;I;2024;1;Permanent horaire;102410;13,447
01/01/2024;A0010;2258;540;33;C;697;554541;424313,1;6428684,82;0;542;33;C;955;556799;423039,15;6426853,7;0;I;2024;1;Permanent horaire;121236;12,052
01/01/2024;A0011;4968;27;78;C;0;936;618597,45;6827307,89;0;31;78;C;970;5904;613886,91;6825747,89;0;I;2024;1;Permanent horaire;35078;12,585
01/01/2024;A0011;4499;31;78;C;970;5904;613886,91;6825747,89;0;36;78;C;470;10403;609575,37;6824447,73;0;I;2024;1;Permanent horaire;38549;11,13
01/01/2024;A0011;18928;36;78;C;470;10403;609575,37;6824447,73;0;55;28;C;377;29331;591974,51;6818201,66;0;I;2024;1;Permanent horaire;38549;11,13
01/01/2024;A0011;12862;55;28;C;377;29331;591974,51;6818201,66;0;68;28;C;245;42193;584767,74;6808149,13;0;I;2024;1;Permanent horaire;34744;12,171
01/01/2024;A0011;15221;68;28;C;245;42193;584767,74;6808149,13;0;83;28;C;465;57414;571867,8;6800464,41;0;I;2024;1;Permanent horaire;34424;10,912
01/01/2024;A0011;19230;83;28;C;465;57414;571867,8;6800464,41;0;102;28;C;735;76644;554039,03;6794268,08;0;I;2024;1;Permanent horaire;33900;11,07
01/01/2024;A0011;18244;102;28;C;735;76644;554039,03;6794268,08;0;120;28;C;982;94888;536837,59;6789604,2;0;I;2024;1;Permanent horaire;34118;11,38
01/01/2024;A0011;9410;120;28;C;982;94888;536837,59;6789604,2;0;130;72;C;394;104298;528367,68;6785765,71;0;I;2024;1;Permanent horaire;34118;11,38
01/01/2024;A0011;18236;130;72;C;394;104298;528367,68;6785765,71;0;148;72;C;630;122534;511981,94;6778067,25;0;I;2024;1;Permanent horaire;34881;11,037
01/01/2024;A0011;13743;148;72;C;630;122534;511981,94;6778067,25;0;162;72;C;392;136277;498596,38;6775678,87;0;I;2024;1;Permanent horaire;35362;10,917
01/01/2024;A0011;8539;162;72;C;392;136277;498596,38;6775678,87;0;170;72;C;949;144816;490313,21;6776454,09;0;I;2024;1;Permanent horaire;45201;13,324
01/01/2024;A0011;3311;170;72;C;949;144816;490313,21;6776454,09;0;174;72;C;261;148127;487447,49;6774950,32;0;I;2024;1;Permanent horaire;45163;13,407
01/01/2024;A0011;2264;174;72;C;261;148127;487447,49;6774950,32;0;176;72;C;599;150391;486200,56;6773027,49;0;I;2024;1;Permanent horaire;25895;15,161
01/01/2024;A0011;7771;176;72;C;599;150391;486200,56;6773027,49;0;184;72;C;370;158162;480036,06;6768466,33;0;I;2024;1;Permanent horaire;24586;13,589
01/01/2024;A0011;30879;184;72;C;370;158162;480036,06;6768466,33;0;215;72;C;249;189041;459935,28;6746922,99;0;I;2024;1;Permanent horaire;25125;12,903
01/01/2024;A0011;8950;215;72;C;249;189041;459935,28;6746922,99;0;224;72;C;199;197991;456370,5;6739160,4;0;I;2024;1;Permanent horaire;25055;12,888
01/01/2024;A0011;4836;224;72;C;199;197991;456370,5;6739160,4;0;229;49;C;35;202827;455019,92;6734659,89;0;I;2024;1;Permanent horaire;25055;12,888
01/01/2024;A0011;13096;229;49;C;35;202827;455019,92;6734659,89;0;242;49;C;131;215923;449614,38;6723528;0;I;2024;1;Permanent horaire;25907;12,773
01/01/2024;A0011;2689;242;49;C;131;215923;449614,38;6723528;0;244;49;C;820;218612;448764,32;6721034,7;0;I;2024;1;Permanent horaire;27218;13,37
01/01/2024;A0011;8018;244;49;C;820;218612;448764,32;6721034,7;0;252;49;C;838;226630;442133,63;6718796,36;0;I;2024;1;Permanent horaire;36749;12,044
01/01/2024;A0011;3521;259;49;C;150;232943;436409,19;6717176,46;0;262;49;C;760;236464;433199,49;6716153,2;0;I;2024;1;Permanent horaire;88885;8,711
01/01/2024;A0011;1788;262;49;C;760;236464;433199,49;6716153,2;0;264;49;C;552;238252;431721,67;6716663,75;0;I;2024;1;Permanent horaire;51745;9,135
01/01/2024;A0011;4662;264;49;C;552;238252;431721,67;6716663,75;0;269;49;C;209;242914;427321,61;6716682,31;0;I;2024;1;Permanent horaire;45152;10,242
01/01/2024;A0011;6223;269;49;C;209;242914;427321,61;6716682,31;0;275;49;C;420;249137;422090,99;6713747,87;0;I;2024;1;Permanent horaire;25107;14,103
01/01/2024;A0011;10219;275;49;C;420;249137;422090,99;6713747,87;0;285;49;C;510;259356;412688,95;6710704,19;0;I;2024;1;Permanent horaire;28128;10,378
01/01/2024;A0011;10603;285;49;C;510;259356;412688,95;6710704,19;0;296;49;C;134;269959;402456,78;6709805,02;0;I;2024;1;Permanent horaire;26685;9,259
01/01/2024;A0011;19737;296;49;C;134;269959;402456,78;6709805,02;0;315;44;C;870;289696;383154,98;6708270,74;0;I;2024;1;Permanent horaire;26685;9,259
01/01/2024;A0011;24788;315;44;C;870;289696;383154,98;6708270,74;0;340;44;C;606;314484;361851,6;6697474,1;0;I;2024;1;Permanent horaire;29784;8,321
01/01/2024;A0013;7285;25;78;N;515;25622;626570,98;6869962,8;0;32;78;C;800;32907;621147,39;6874566,8;0;I;2024;1;Permanent horaire;98439;5,19
01/01/2024;A0013;1200;32;78;C;800;32907;621147,39;6874566,8;0;34;78;C;0;34107;620059,52;6875041,34;0;I;2024;1;Permanent horaire;87173;6,846
01/01/2024;A0013;14300;34;78;C;0;34107;620059,52;6875041,34;0;48;78;C;300;48407;606302,22;6875926,55;0;I;2024;1;Permanent horaire;100273;6,345
01/01/2024;A0013;4930;50;78;C;800;54033;600930,25;6877575,31;0;55;78;C;730;58963;596937,54;6880179,76;0;I;2024;1;Permanent horaire;55584;8,589
01/01/2024;A0013;5036;62;78;C;519;65752;590483,2;6881289,52;0;67;78;C;555;70788;586564,84;6884029,97;0;I;2024;1;Permanent horaire;44664;8,472
01/01/2024;A0013;2632;67;78;C;555;70788;586564,84;6884029,97;0;70;27;C;187;73420;584745,83;6885977,02;0;I;2024;1;Permanent horaire;44664;8,472
01/01/2024;A0013;11387;70;27;C;187;73420;584745,83;6885977,02;0;81;27;C;574;84807;576904,26;6894168,61;0;I;2024;1;Permanent horaire;47829;9,379
01/01/2024;A0013;9232;81;27;C;574;84807;576904,26;6894168,61;0;90;27;C;806;94039;570971,53;6900979,17;0;I;2024;1;Permanent horaire;43962;9,175
01/01/2024;A0013;6776;90;27;C;806;94039;570971,53;6900979,17;0;97;27;C;582;100815;568043,11;6906496,2;0;I;2024;1;Permanent horaire;42209;9,163
01/01/2024;A0013;4200;113;76;C;800;117033;557944,42;6917837;0;118;76;C;0;121233;553862,03;6917314,95;0;I;2024;1;Permanent horaire;49018;13,364
01/01/2024;A0013;11210;146;27;C;560;149793;526187,17;6922914,2;0;157;27;C;770;161003;516436,33;6921594,26;0;I;2024;1;Permanent horaire;31264;9,31
01/01/2024;A0013;9305;157;27;C;770;161003;516436,33;6921594,26;0;167;27;C;75;170308;508840,57;6918584,43;0;I;2024;1;Permanent horaire;29449;9,265
01/01/2024;A0013;4745;167;27;C;75;170308;508840,57;6918584,43;0;171;27;C;820;175053;504620,69;6916539,9;0;I;2024;1;Permanent horaire;31022;9,741
01/01/2024;A0013;3610;214;14;C;490;217723;466636,92;6902453,78;0;218;14;C;100;221333;463425,38;6901355,09;0;I;2024;1;Permanent horaire;39907;13,229
01/01/2024;A0013;4165;218;14;C;100;221333;463425,38;6901355,09;0;222;14;C;265;225498;459313,69;6901643,81;0;I;2024;1;Permanent horaire;41104;12,777
01/01/2024;A0014;128;5;92;C;0;3190;641056,93;6867516,24;0;5;92;C;128;3318;640966,35;6867607,08;0;I;2024;1;Permanent horaire;28786;4,845
01/01/2024;A0014;11412;5;92;C;128;3318;640966,35;6867607,08;0;16;78;C;540;14730;630308,16;6868172,4;0;I;2024;1;Permanent horaire;28786;4,845
01/01/2024;A0014;2040;16;78;C;540;14730;630308,16;6868172,4;0;18;78;C;580;16770;628480,57;6868894,38;0;I;2024;1;Permanent horaire;31096;4,698
01/01/2024;A0014;910;18;78;C;580;16770;628480,57;6868894,38;0;19;78;C;490;17680;627623,34;6869178,06;0;I;2024;1;Permanent horaire;24418;5,177
